,src,as_array,categories
10,electronic.107.jpeg,"[[[240. 210. 199.]
  [209. 179. 168.]
  [202. 172. 161.]
  ...
  [161. 136. 155.]
  [200. 174. 159.]
  [128.  90.  81.]]

 [[255. 225. 217.]
  [220. 190. 182.]
  [215. 185. 177.]
  ...
  [149. 133. 143.]
  [223. 196. 189.]
  [112.  67.  62.]]

 [[251. 220. 218.]
  [218. 187. 185.]
  [224. 193. 191.]
  ...
  [ 37.  40.   0.]
  [135. 128. 122.]
  [118.  88.  80.]]

 ...

 [[225. 199. 176.]
  [176. 144. 123.]
  [222. 184. 165.]
  ...
  [  0.   0.   0.]
  [  3.   4.   0.]
  [ 11.  12.   6.]]

 [[182. 156. 133.]
  [183. 152. 131.]
  [164. 136. 114.]
  ...
  [  3.   3.   3.]
  [ 15.  24.  19.]
  [ 64.  72.  51.]]

 [[183. 152. 131.]
  [166. 146. 121.]
  [177. 153. 129.]
  ...
  [  5.   5.   5.]
  [ 33.  40.  24.]
  [125. 129.  92.]]]","['electronic', 'pop', 'rock']"
11,electronic.108.jpeg,"[[[233. 235. 224.]
  [229. 231. 220.]
  [228. 230. 219.]
  ...
  [231. 232. 226.]
  [227. 228. 222.]
  [227. 228. 222.]]

 [[233. 235. 224.]
  [229. 231. 220.]
  [228. 230. 219.]
  ...
  [232. 233. 227.]
  [235. 236. 230.]
  [235. 236. 230.]]

 [[233. 235. 224.]
  [229. 231. 220.]
  [228. 230. 219.]
  ...
  [234. 235. 229.]
  [237. 238. 232.]
  [237. 238. 232.]]

 ...

 [[211. 212. 206.]
  [211. 212. 206.]
  [211. 212. 206.]
  ...
  [231. 232. 226.]
  [233. 234. 228.]
  [233. 234. 228.]]

 [[209. 211. 200.]
  [209. 211. 200.]
  [209. 211. 200.]
  ...
  [228. 229. 223.]
  [231. 232. 226.]
  [231. 232. 226.]]

 [[201. 203. 192.]
  [201. 203. 192.]
  [201. 203. 192.]
  ...
  [228. 229. 223.]
  [231. 232. 226.]
  [231. 232. 226.]]]","['electronic', 'pop', 'rock']"
12,electronic.109.jpeg,"[[[199. 193.  99.]
  [204. 198. 104.]
  [209. 203. 109.]
  ...
  [237. 231. 133.]
  [246. 240. 142.]
  [239. 233. 135.]]

 [[213. 209. 101.]
  [212. 208. 100.]
  [212. 208. 100.]
  ...
  [234. 228. 130.]
  [226. 220. 122.]
  [226. 220. 122.]]

 [[209. 204. 102.]
  [208. 203. 101.]
  [207. 202. 100.]
  ...
  [230. 224. 126.]
  [235. 229. 131.]
  [230. 224. 126.]]

 ...

 [[199. 200.  96.]
  [199. 200.  96.]
  [199. 200.  96.]
  ...
  [214. 206.  99.]
  [214. 207.  93.]
  [214. 207.  93.]]

 [[196. 196.  96.]
  [196. 196.  96.]
  [196. 196.  96.]
  ...
  [212. 214. 107.]
  [221. 218. 103.]
  [224. 218. 120.]]

 [[195. 195.  95.]
  [195. 195.  95.]
  [195. 195.  95.]
  ...
  [229. 230. 128.]
  [234. 227. 136.]
  [230. 220. 151.]]]",['electronic']
13,electronic.11.jpeg,"[[[ 65.  77.  99.]
  [ 44.  56.  78.]
  [ 43.  55.  77.]
  ...
  [ 25.  40.  61.]
  [ 32.  46.  55.]
  [ 65.  79.  88.]]

 [[ 52.  64.  86.]
  [ 39.  51.  73.]
  [ 42.  54.  76.]
  ...
  [ 56.  71.  92.]
  [ 47.  60.  76.]
  [ 61.  74.  90.]]

 [[ 50.  62.  84.]
  [ 42.  54.  76.]
  [ 43.  55.  77.]
  ...
  [ 48.  63.  84.]
  [ 38.  50.  72.]
  [ 45.  57.  79.]]

 ...

 [[ 24.  29.  33.]
  [ 22.  27.  31.]
  [ 20.  25.  29.]
  ...
  [ 14.  19.  23.]
  [ 15.  31.  44.]
  [ 25.  41.  54.]]

 [[ 15.  20.  24.]
  [ 27.  32.  36.]
  [ 20.  25.  29.]
  ...
  [ 28.  33.  37.]
  [ 41.  58.  65.]
  [106. 123. 130.]]

 [[ 66.  71.  75.]
  [ 47.  52.  56.]
  [ 22.  27.  31.]
  ...
  [ 93.  99.  99.]
  [124. 135. 137.]
  [147. 158. 160.]]]","['electronic', 'rock']"
14,electronic.110.jpeg,"[[[ 32.  20.   0.]
  [ 17.  20.  13.]
  [  7.  11.  12.]
  ...
  [ 61.  57.  54.]
  [160. 157. 140.]
  [191. 188. 173.]]

 [[ 55.  42.  23.]
  [ 35.  37.  36.]
  [  0.   0.   5.]
  ...
  [  2.   0.  11.]
  [ 11.  11.   0.]
  [132. 133. 119.]]

 [[ 32.  18.   5.]
  [  6.   7.  12.]
  [  0.   0.  11.]
  ...
  [  0.   1.   5.]
  [  0.   2.   0.]
  [ 98. 104.  90.]]

 ...

 [[ 44.  46.  33.]
  [ 17.   0.   9.]
  [ 13.  26.  35.]
  ...
  [  0.  11.   0.]
  [  3.   3.   3.]
  [  3.   3.   3.]]

 [[ 40.  30.  21.]
  [  4.   0.   0.]
  [  2.   2.   2.]
  ...
  [  6.   0.   0.]
  [  1.   0.   0.]
  [  1.   0.   0.]]

 [[ 32.  22.  13.]
  [  9.   4.   0.]
  [  6.   6.   6.]
  ...
  [ 37.   1.   5.]
  [ 37.   5.   8.]
  [ 37.   5.   8.]]]","['electronic', 'rock']"
15,electronic.111.jpeg,"[[[134. 113. 110.]
  [ 69.  64.  87.]
  [ 65.  62.  73.]
  ...
  [ 39.  29.  27.]
  [ 40.  28.  12.]
  [ 89.  75.  49.]]

 [[147. 125. 127.]
  [ 65.  61.  75.]
  [ 44.  41.  48.]
  ...
  [ 36.  26.  24.]
  [ 40.  43.  24.]
  [ 31.  29.  16.]]

 [[ 74.  51.  59.]
  [ 54.  52.  55.]
  [ 45.  43.  44.]
  ...
  [ 40.  30.  28.]
  [ 30.  27.  18.]
  [ 50.  41.  32.]]

 ...

 [[210.  69.  42.]
  [189.  44.  13.]
  [207.  57.  22.]
  ...
  [180.  33.  25.]
  [170.  28.  14.]
  [191.  60.  42.]]

 [[183.  77.  51.]
  [230.  56.  29.]
  [204.  59.  15.]
  ...
  [181.  41.  18.]
  [169.  23.  10.]
  [221. 126.  96.]]

 [[201. 148. 104.]
  [212.  70.  32.]
  [209.  71.  25.]
  ...
  [189.  55.  30.]
  [183.  60.  53.]
  [213. 159. 131.]]]","['electronic', 'rock']"
16,electronic.112.jpeg,"[[[247. 242. 238.]
  [252. 247. 243.]
  [255. 251. 247.]
  ...
  [251. 251. 251.]
  [254. 254. 254.]
  [254. 254. 254.]]

 [[246. 241. 237.]
  [252. 247. 243.]
  [251. 246. 242.]
  ...
  [254. 254. 254.]
  [247. 247. 247.]
  [247. 247. 247.]]

 [[245. 240. 236.]
  [253. 248. 244.]
  [244. 239. 235.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 ...

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]]","['electronic', 'rock']"
17,electronic.113.jpeg,"[[[125. 152. 133.]
  [215. 201. 140.]
  [224. 194. 156.]
  ...
  [ 30.  40.  42.]
  [ 52.  51.  46.]
  [ 55.  55.  45.]]

 [[125. 152. 133.]
  [215. 201. 140.]
  [224. 194. 156.]
  ...
  [ 38.  48.  50.]
  [ 48.  52.  51.]
  [ 50.  55.  48.]]

 [[125. 152. 133.]
  [215. 201. 140.]
  [224. 194. 156.]
  ...
  [ 32.  42.  44.]
  [ 37.  47.  49.]
  [ 37.  48.  44.]]

 ...

 [[ 23.  17.  19.]
  [ 24.  18.  20.]
  [ 22.  16.  18.]
  ...
  [ 41.  46.  50.]
  [ 68.  61.  51.]
  [177. 151. 118.]]

 [[ 23.  17.  19.]
  [ 16.   8.  23.]
  [ 27.  20.  27.]
  ...
  [ 68.  69.  71.]
  [114. 110.  98.]
  [152. 122.  88.]]

 [[ 92.  88.  77.]
  [ 24.  17.  25.]
  [ 23.  16.  23.]
  ...
  [120. 116. 113.]
  [136. 104.  81.]
  [151. 124. 103.]]]","['electronic', 'rock']"
18,electronic.114.jpeg,"[[[ 48.  48.  48.]
  [ 42.  42.  42.]
  [ 39.  39.  39.]
  ...
  [ 38.  37.  43.]
  [ 44.  43.  49.]
  [106. 105. 111.]]

 [[ 46.  46.  46.]
  [ 40.  40.  40.]
  [ 37.  37.  37.]
  ...
  [ 38.  37.  43.]
  [ 33.  32.  38.]
  [ 85.  84.  90.]]

 [[ 44.  44.  44.]
  [ 38.  38.  38.]
  [ 35.  35.  35.]
  ...
  [ 38.  37.  43.]
  [ 38.  37.  43.]
  [ 83.  82.  88.]]

 ...

 [[  6.   6.   6.]
  [  1.   1.   1.]
  [  1.   1.   1.]
  ...
  [ 37.   0.  48.]
  [ 25.   5.  74.]
  [ 29.   9.  78.]]

 [[ 15.  15.  15.]
  [  7.   7.   7.]
  [  6.   6.   6.]
  ...
  [ 23.  23.  23.]
  [ 21.  21.  21.]
  [ 13.  13.  13.]]

 [[ 46.  46.  46.]
  [ 16.  16.  16.]
  [ 14.  14.  14.]
  ...
  [ 21.  21.  21.]
  [ 32.  32.  32.]
  [ 75.  75.  75.]]]","['electronic', 'pop']"
19,electronic.115.jpeg,"[[[250. 232. 184.]
  [255. 255. 209.]
  [255. 255. 218.]
  ...
  [250. 248. 200.]
  [253. 250. 209.]
  [253. 250. 209.]]

 [[255. 237. 189.]
  [245. 244. 196.]
  [255. 254. 213.]
  ...
  [255. 254. 211.]
  [254. 251. 210.]
  [254. 251. 210.]]

 [[255. 243. 195.]
  [255. 255. 209.]
  [252. 250. 209.]
  ...
  [255. 255. 218.]
  [255. 253. 212.]
  [255. 253. 212.]]

 ...

 [[250. 212. 147.]
  [253. 217. 157.]
  [255. 223. 169.]
  ...
  [252. 253. 209.]
  [255. 244. 198.]
  [255. 244. 198.]]

 [[247. 210. 155.]
  [255. 220. 165.]
  [247. 210. 155.]
  ...
  [254. 248. 198.]
  [255. 251. 197.]
  [255. 249. 195.]]

 [[228. 187. 133.]
  [255. 216. 162.]
  [250. 209. 155.]
  ...
  [219. 187. 146.]
  [220. 183. 138.]
  [219. 182. 137.]]]","['electronic', 'jazz', 'pop', 'rock']"
20,electronic.116.jpeg,"[[[233. 229. 228.]
  [101.  94.  88.]
  [ 71.  57.  48.]
  ...
  [184. 176. 165.]
  [173. 164. 149.]
  [119. 115. 104.]]

 [[244. 241. 234.]
  [ 80.  73.  63.]
  [239. 225. 212.]
  ...
  [201. 189. 173.]
  [117. 108.  93.]
  [ 77.  73.  62.]]

 [[249. 247. 234.]
  [ 74.  68.  52.]
  [255. 244. 225.]
  ...
  [235. 218. 198.]
  [116. 107.  92.]
  [ 94.  90.  79.]]

 ...

 [[204. 202. 189.]
  [ 33.  28.   9.]
  [255. 249. 227.]
  ...
  [221. 200. 171.]
  [218. 194. 168.]
  [ 37.  34.  25.]]

 [[228. 217. 213.]
  [ 27.  23.  14.]
  [245. 247. 234.]
  ...
  [229. 211. 189.]
  [105. 101.  74.]
  [ 12.  13.   0.]]

 [[243. 233. 221.]
  [ 36.  32.  21.]
  [ 39.  40.  32.]
  ...
  [ 19.  21.  16.]
  [  3.   4.   0.]
  [  0.   1.   0.]]]","['electronic', 'rock']"
21,electronic.117.jpeg,"[[[251. 212.  33.]
  [245. 207.  22.]
  [242. 205.  13.]
  ...
  [ 64.  44. 107.]
  [170. 128. 112.]
  [153. 120.  87.]]

 [[251. 212.  33.]
  [245. 207.  22.]
  [242. 205.  13.]
  ...
  [ 61.  38. 116.]
  [ 73.  44.  92.]
  [ 52.  28.  80.]]

 [[251. 212.  33.]
  [245. 207.  22.]
  [242. 205.  13.]
  ...
  [ 61.  39. 111.]
  [214. 165.  98.]
  [174. 130.  67.]]

 ...

 [[  6.  40.  52.]
  [ 90. 149. 117.]
  [  0.  53.  31.]
  ...
  [ 66.  36. 100.]
  [ 78.  57. 122.]
  [ 89.  75. 137.]]

 [[ 99. 175. 163.]
  [ 49. 102.  84.]
  [ 30.  33.  38.]
  ...
  [ 54.  34. 119.]
  [109.  92. 162.]
  [ 93.  76. 146.]]

 [[147. 210. 202.]
  [  0.  31.  15.]
  [ 33.  36.  41.]
  ...
  [ 63.  45. 129.]
  [122. 105. 175.]
  [ 86.  69. 139.]]]","['electronic', 'rock']"
22,electronic.118.jpeg,"[[[212. 208. 199.]
  [214. 210. 201.]
  [216. 212. 203.]
  ...
  [221. 218. 203.]
  [227. 219. 206.]
  [222. 214. 201.]]

 [[212. 208. 199.]
  [214. 210. 201.]
  [216. 212. 203.]
  ...
  [218. 215. 200.]
  [224. 216. 203.]
  [225. 217. 204.]]

 [[212. 208. 199.]
  [214. 210. 201.]
  [216. 212. 203.]
  ...
  [214. 211. 196.]
  [221. 213. 200.]
  [222. 214. 201.]]

 ...

 [[193. 186. 168.]
  [193. 186. 168.]
  [193. 186. 168.]
  ...
  [192. 179. 163.]
  [189. 177. 155.]
  [189. 177. 155.]]

 [[170. 157. 141.]
  [189. 176. 160.]
  [201. 188. 172.]
  ...
  [179. 165. 154.]
  [182. 163. 149.]
  [166. 147. 133.]]

 [[142. 129. 113.]
  [158. 145. 129.]
  [166. 153. 137.]
  ...
  [ 90.  76.  65.]
  [ 78.  59.  45.]
  [ 61.  42.  28.]]]","['electronic', 'rock']"
23,electronic.119.jpeg,"[[[192. 173. 158.]
  [187. 168. 153.]
  [193. 174. 159.]
  ...
  [241. 221. 210.]
  [229. 213. 197.]
  [231. 215. 199.]]

 [[204. 188. 175.]
  [201. 185. 172.]
  [209. 193. 180.]
  ...
  [219. 219. 207.]
  [217. 208. 193.]
  [218. 209. 194.]]

 [[200. 190. 181.]
  [198. 188. 179.]
  [208. 198. 189.]
  ...
  [212. 211. 206.]
  [222. 218. 207.]
  [221. 217. 206.]]

 ...

 [[165. 156. 149.]
  [177. 168. 161.]
  [175. 166. 159.]
  ...
  [197. 193. 184.]
  [198. 192. 180.]
  [124.  94.  84.]]

 [[169. 160. 153.]
  [174. 165. 158.]
  [174. 165. 158.]
  ...
  [205. 196. 189.]
  [223. 209. 206.]
  [137. 102.  82.]]

 [[142. 133. 126.]
  [149. 140. 133.]
  [150. 141. 134.]
  ...
  [175. 166. 159.]
  [181. 168. 160.]
  [120.  86.  61.]]]","['electronic', 'jazz', 'pop', 'rock']"
24,electronic.12.jpeg,"[[[242. 236. 238.]
  [242. 236. 238.]
  [242. 236. 238.]
  ...
  [242. 236. 238.]
  [245. 239. 241.]
  [245. 239. 241.]]

 [[253. 247. 249.]
  [253. 247. 249.]
  [253. 247. 249.]
  ...
  [244. 238. 240.]
  [246. 240. 242.]
  [246. 240. 242.]]

 [[243. 237. 239.]
  [243. 237. 239.]
  [243. 237. 239.]
  ...
  [246. 240. 242.]
  [248. 242. 244.]
  [248. 242. 244.]]

 ...

 [[255. 251. 253.]
  [255. 251. 253.]
  [255. 251. 253.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[253. 253. 253.]
  [253. 253. 253.]
  [253. 253. 253.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[253. 253. 253.]
  [253. 253. 253.]
  [253. 253. 253.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]]","['electronic', 'jazz', 'rock']"
25,electronic.120.jpeg,"[[[ 45.  33.   7.]
  [ 29.  17.   0.]
  [ 33.  21.   0.]
  ...
  [ 47.  36.   8.]
  [ 58.  43.  12.]
  [ 67.  49.  13.]]

 [[  7.   8.  13.]
  [ 12.  13.  18.]
  [ 22.  23.  28.]
  ...
  [ 38.  23.  16.]
  [ 62.  46.  20.]
  [ 73.  54.  24.]]

 [[  3.  10.   0.]
  [  3.  10.   0.]
  [  5.  12.   0.]
  ...
  [ 35.  20.  13.]
  [ 50.  33.  13.]
  [ 68.  48.  24.]]

 ...

 [[ 38.  22.   9.]
  [ 30.  20.  11.]
  [ 14.   9.   5.]
  ...
  [ 49.  31.  11.]
  [ 48.  30.  10.]
  [ 48.  30.  10.]]

 [[ 49.  32.   4.]
  [ 24.   6.   2.]
  [ 26.  14.  16.]
  ...
  [ 55.  36.   6.]
  [ 32.  11.   0.]
  [ 80.  63.  17.]]

 [[ 50.  33.   5.]
  [ 25.   7.   3.]
  [ 27.  15.  17.]
  ...
  [ 68.  43.  12.]
  [ 77.  57.   0.]
  [193. 177.  89.]]]","['electronic', 'rock']"
